학교ID,학교명,전화번호,설립유형,학생수,학생수남,학생수여,교원수,교원수남,교원수여,공시연도
B000007729,산동초등학교,055-352-2155,병설,10,7,3,8,5,3,2025
B000007730,산내남명초등학교,055-356-4191,단설,15,9,6,6,5,1,2025
B000007731,거제고현초등학교,055-638-4632,단설,436,231,205,34,13,21,2025
B000007732,삼룡초등학교,055-633-8970,단설,820,422,398,58,15,43,2025
B000007733,수월초등학교,055-636-8313,단설,651,331,320,41,14,27,2025
B000007734,신현초등학교,055-633-3015,단설,418,223,195,34,14,20,2025
B000007735,제산초등학교,055-634-1062,병설,813,428,385,56,15,41,2025
B000007736,능포초등학교,055-681-9002,단설,51,31,20,13,7,6,2025
B000007737,아주초등학교,055-682-2802,단설,467,248,219,33,10,23,2025
B000007738,옥포초등학교,055-687-6667,병설,330,189,141,30,8,22,2025
B000007739,국산초등학교,055-687-2134,단설,799,397,402,57,19,38,2025
B000007740,진목초등학교,055-688-6244,단설,444,237,207,34,14,20,2025
B000007741,마전초등학교,055-681-7769,단설,117,62,55,14,5,9,2025
B000007742,장승포초등학교,,병설,295,166,129,27,4,23,2025
B000007743,양지초등학교,055-633-6294,단설,419,215,204,28,11,17,2025
B000007744,장평초등학교,055-635-7651,단설,435,233,202,37,13,24,2025
B000007745,계룡초등학교,055-637-5008,단설,294,145,149,26,7,19,2025
B000007746,중곡초등학교,055-632-8791,단설,921,482,439,54,13,41,2025
B000007747,거제중앙초등학교,055-638-1407,단설,729,383,346,52,8,44,2025
B000007748,대우초등학교,055-681-2281,단설,460,234,226,25,11,14,2025
B000007749,연초초등학교,055-636-2509,단설,123,72,51,16,5,11,2025
B000007750,송정초등학교,,단설,25,13,12,11,3,8,2025
B000007751,오비초등학교,055-632-4211,단설,132,59,73,14,4,10,2025
B000007752,하청초등학교,0556367095,단설,66,36,30,11,5,6,2025
B000007753,장목초등학교,055-636-9762,단설,27,16,11,10,6,4,2025
B000007754,외포초등학교,055-636-1969,단설,70,36,34,12,7,5,2025
B000007755,동부초등학교,055-633-5644,단설,65,38,27,12,6,6,2025
B000007756,외간초등학교,055-633-3135,단설,110,56,54,13,6,7,2025
B000007757,거제초등학교,055-632-7106,단설,110,53,57,15,8,7,2025
B000007758,숭덕초등학교,055-633-5058,병설,58,28,30,12,5,7,2025
B000007759,오량초등학교,055-637-5280,단설,53,21,32,11,2,9,2025
B000007760,기성초등학교,055-636-6553,단설,577,291,286,41,4,37,2025
B000007761,사등초등학교,055-633-4526,단설,49,30,19,11,4,7,2025
B000007762,일운초등학교,055-682-0769,단설,262,135,127,25,7,18,2025
B000007763,칠천초등학교,055-951-2410,병설,18,9,9,10,6,4,2025
B000007764,명사초등학교,055-951-2010,단설,9,5,4,8,4,4,2025
B000007765,창호초등학교,055-633-9606,단설,73,33,40,13,5,8,2025
B000007766,동부초등학교율포분교장,055-633-5644,단설,7,1,6,4,3,1,2025
B000007767,남산초등학교,055-572-0381,단설,93,49,44,13,3,10,2025
B000007768,의령초등학교,055-573-2716,단설,271,150,121,25,8,17,2025
B000007769,화정초등학교,055-573-0554,단설,23,15,8,10,2,8,2025
B000007770,가례초등학교,055-572-0383,단설,26,12,14,11,2,9,2025
B000007771,칠곡초등학교,055-572-3802,단설,23,13,10,12,3,9,2025
B000007772,대의초등학교,055-572-3430,단설,26,10,16,11,5,6,2025
B000007773,용덕초등학교,055-573-4006,단설,20,7,13,9,4,5,2025
B000007774,정곡초등학교,055-573-0674,단설,12,9,3,9,4,5,2025
B000007775,부림초등학교,0555746405,단설,35,20,15,12,6,6,2025
B000007776,지정초등학교,055-572-6449,단설,8,5,3,7,5,2,2025
B000007777,유곡초등학교,055-573-8630,단설,10,4,6,8,5,3,2025
B000007778,남산초등학교궁류분교장,055-572-0381,단설,3,3,0,1,1,0,2025
B000007779,부림초등학교봉수분교장,,단설,13,7,6,6,4,2,2025
B000007780,낙서초등학교,055-572-7090,단설,4,2,2,5,4,1,2025
B000007781,중앙초등학교,055-584-1109,단설,58,32,26,13,3,10,2025
B000007782,가야초등학교,055-582-9917,단설,512,277,235,41,8,33,2025
B000007783,아라초등학교,055-582-2694,단설,103,44,59,14,8,6,2025
B000007784,함안초등학교,055-584-4041,단설,34,19,15,11,4,7,2025
B000007785,군북초등학교,055-585-5020,단설,123,60,63,19,3,16,2025
B000007786,월촌초등학교,055-583-8850,단설,25,11,14,10,4,6,2025
B000007787,법수초등학교,0555833354,단설,36,21,15,12,4,8,2025
B000007788,산인초등학교,055-584-2298,단설,72,37,35,13,6,7,2025
B000007789,문암초등학교,055-582-4803,단설,33,20,13,11,3,8,2025
B000007790,대산초등학교,055-582-5348,단설,22,12,10,15,5,10,2025
B000007791,유원초등학교,055-587-4551,병설,91,50,41,12,1,11,2025
B000007792,칠원초등학교,055-587-2188,단설,200,104,96,20,6,14,2025
B000007793,예곡초등학교,055-587-3417,단설,46,23,23,13,3,10,2025
B000007794,호암초등학교,,단설,808,410,398,56,12,44,2025
B000007796,칠서초등학교,055-587-6425,단설,111,49,62,15,6,9,2025
B000007797,외암초등학교,055-583-1825,단설,31,19,12,10,6,4,2025
B000007800,칠서초등학교이룡분교장,,단설,6,4,2,4,4,0,2025
B000007801,명덕초등학교,055-533-2036,단설,242,118,124,24,7,17,2025
B000007802,창녕초등학교,055-532-1822,단설,518,277,241,42,15,27,2025
B000007803,남지초등학교,055-526-5621,단설,396,199,197,30,10,20,2025
B000007804,동포초등학교,055-536-0777,단설,164,89,75,22,5,17,2025
B000007805,유어초등학교,055-532-7028,단설,19,12,7,10,5,5,2025
B000007806,대지초등학교,055-533-4383,단설,41,28,13,11,3,8,2025
B000007807,이방초등학교장천분교장,055-532-9254,단설,10,6,4,4,3,1,2025
B000007808,이방초등학교,055-532-9254,단설,20,11,9,10,3,7,2025
B000007809,영산초등학교,055-536-0008,단설,85,39,46,15,3,12,2025
B000007810,장마초등학교,055-536-8473,단설,11,7,4,5,5,0,2025
B000007811,계창초등학교,055-521-2714,단설,25,12,13,10,3,7,2025
B000007812,길곡초등학교,055-536-6569,단설,20,16,4,14,5,9,2025
B000007813,부곡초등학교,055-521-1216,단설,28,12,16,12,2,10,2025
B000007814,도천초등학교,055-536-7909,단설,28,16,12,11,6,5,2025
B000007815,고암초등학교,055-533-5543,단설,41,21,20,11,3,8,2025
B000007816,대합초등학교,0555321458,단설,37,19,18,13,4,9,2025
B000007817,창녕성산초등학교,055-532-4737,단설,18,7,11,12,4,8,2025
B000007818,부곡초등학교학포분교장,,단설,35,23,12,7,7,0,2025
B000007819,신양초등학교,055-364-1592,단설,475,240,235,37,9,28,2025
B000007820,삽량초등학교,,단설,497,264,233,38,13,25,2025
B000007821,양주초등학교,055-384-8423,단설,288,133,155,25,6,19,2025
B000007822,중부초등학교,055-388-8377,단설,398,210,188,31,13,18,2025
B000007823,삼성초등학교,055-388-8180,단설,208,104,104,20,7,13,2025
B000007824,북정초등학교,,단설,214,116,98,19,9,10,2025
B000007825,신기초등학교,055-386-9334,단설,278,139,139,23,9,14,2025
B000007827,웅상초등학교,055-365-2122,단설,595,311,284,42,13,29,2025
B000007828,백동초등학교,055-362-4004,단설,331,177,154,30,15,15,2025
B000007829,양산초등학교,055-386-2034,단설,270,148,122,25,12,13,2025
B000007830,서창초등학교,055-365-1278,병설,210,103,107,22,9,13,2025
B000007831,대운초등학교,055-367-9621,단설,796,383,413,57,15,42,2025
B000007832,덕계초등학교,055-366-2783,단설,455,231,224,41,10,31,2025
B000007833,천성초등학교,055-363-4012,단설,463,236,227,40,9,31,2025
B000007834,신명초등학교,,단설,368,190,178,30,10,20,2025
B000007835,평산초등학교,055-366-0205,단설,466,253,213,37,15,22,2025
B000007836,성산초등학교,0553822372,단설,819,411,408,49,12,37,2025
B000007837,물금초등학교,055-382-1774,단설,506,251,255,39,7,32,2025
B000007838,범어초등학교,,단설,238,113,125,19,8,11,2025
B000007839,오봉초등학교,055-388-4280,단설,188,83,105,20,12,8,2025
B000007840,서남초등학교,055-387-0287,단설,365,201,164,26,8,18,2025
B000007841,황산초등학교,,단설,818,414,404,58,22,36,2025
B000007842,동산초등학교,055-384-7950,단설,316,159,157,28,9,19,2025
B000007843,영천초등학교,055-384-0130,단설,68,37,31,11,5,6,2025
B000007844,화제초등학교,055-388-5561,단설,89,46,43,11,5,6,2025
B000007845,원동초등학교,055-383-4523,단설,37,21,16,10,6,4,2025
B000007846,좌삼초등학교,055-375-2595,단설,38,22,16,11,7,4,2025
B000007847,상북초등학교,055-374-6714,단설,262,143,119,23,10,13,2025
B000007848,소토초등학교,055-374-6820,단설,79,38,41,11,6,5,2025
B000007849,용연초등학교,,단설,42,24,18,10,6,4,2025
B000007850,하북초등학교,055-384-9620,단설,88,49,39,11,7,4,2025
B000007851,원동초등학교이천분교장,,단설,6,2,4,4,3,1,2025
B000007852,율천초등학교,055-674-8024,단설,30,16,14,12,3,9,2025
B000007853,대성초등학교,055-673-5104,단설,285,138,147,27,4,23,2025
B000007855,고성초등학교,055-673-7287,단설,607,302,305,45,6,39,2025
B000007856,회화초등학교,055-673-2034,단설,78,40,38,13,6,7,2025
B000007857,구만초등학교,055-672-1032,단설,11,6,5,10,4,6,2025
B000007858,동광초등학교,055-673-5547,단설,11,4,7,6,2,4,2025
B000007859,거류초등학교,055-673-8017,단설,74,37,37,13,6,7,2025
B000007860,방산초등학교,055-672-4080,단설,30,15,15,12,5,7,2025
B000007861,동해초등학교,055-672-5045,단설,14,3,11,14,6,8,2025
B000007862,삼산초등학교,055-673-3592,단설,26,16,10,11,5,6,2025
B000007863,하일초등학교,055-673-3386,단설,10,7,3,8,4,4,2025
B000007864,하이초등학교,055-834-5230,단설,58,33,25,12,2,10,2025
B000007865,상리초등학교,055-673-2682,단설,23,13,10,12,3,9,2025
B000007866,대흥초등학교,055-672-0502,단설,57,34,23,12,5,7,2025
B000007868,영오초등학교,0556738498,단설,26,11,15,12,4,8,2025
B000007869,개천초등학교,055-672-2822,단설,13,4,9,6,3,3,2025
B000007870,마암초등학교,055-673-6168,단설,13,8,5,10,4,6,2025
B000007872,해양초등학교,055-864-7743,단설,78,49,29,13,2,11,2025
B000007873,남해초등학교,0558634170,단설,484,252,232,36,9,27,2025
B000007874,이동초등학교,055-862-1597,단설,24,11,13,12,4,8,2025
B000007875,상주초등학교,055-862-9326,병설,35,20,15,10,6,4,2025
B000007876,미조초등학교,055-867-6507,단설,37,22,15,11,6,5,2025
B000007877,삼동초등학교,055-867-4665,단설,40,26,14,9,5,4,2025
B000007878,지족초등학교,055-867-0042,병설,25,12,13,9,7,2,2025
B000007879,창선초등학교,055-867-7054,병설,64,37,27,14,2,12,2025
B000007880,남명초등학교,055-863-5882,단설,35,23,12,12,5,7,2025
B000007881,성명초등학교,055-863-5881,병설,46,24,22,14,5,9,2025
B000007882,고현초등학교,055-862-1619,병설,43,25,18,12,3,9,2025
B000007883,도마초등학교,055-864-5708,단설,41,21,20,12,5,7,2025
B000007884,설천초등학교,055-862-0743,단설,42,22,20,11,2,9,2025
B000007885,하동초등학교,055-883-5203,단설,336,171,165,36,6,30,2025
B000007886,악양초등학교,055-883-3074,단설,42,27,15,13,6,7,2025
B000007887,쌍계초등학교,0558829995,단설,10,9,1,5,4,1,2025
B000007888,화개초등학교,055-884-5985,단설,25,12,13,12,3,9,2025
B000007889,적량초등학교,055-884-1724,단설,28,16,12,11,3,8,2025
B000007890,횡천초등학교,055-884-1182,단설,16,7,9,9,3,6,2025
B000007893,고전초등학교,055-884-1965,단설,21,8,13,12,3,9,2025
B000007894,북천초등학교,055-882-9143,단설,13,7,6,8,0,8,2025
B000007895,묵계초등학교청암분교장,055-882-7176,단설,8,5,3,4,2,2,2025
B000007896,옥종초등학교,055-884-5984,단설,82,48,34,12,5,7,2025
B000007897,진교초등학교,055-882-3505,단설,196,95,101,26,6,20,2025
B000007898,진정초등학교,055-882-1308,단설,14,8,6,8,1,7,2025
B000007899,노량초등학교,0558820041,단설,13,8,5,7,4,3,2025
B000007900,궁항초등학교,,단설,18,11,7,10,4,6,2025
B000007901,묵계초등학교,055-882-7176,단설,17,8,9,11,3,8,2025
B000007902,갈육초등학교,055-884-6106,단설,23,14,9,10,4,6,2025
B000007903,화개초등학교왕성분교장,055-884-5985,단설,6,4,2,5,3,2,2025
B000007904,산청초등학교,0559735683,단설,249,138,111,29,10,19,2025
B000007905,차황초등학교,055-973-8664,병설,24,16,8,8,5,3,2025
B000007906,금서초등학교,055-974-0020,단설,13,6,7,8,3,5,2025
B000007907,생초초등학교,055-973-3852,단설,26,15,11,10,3,7,2025
B000007908,덕산초등학교,055-973-9210,단설,45,22,23,12,1,11,2025
B000007909,단성초등학교,055-972-6016,단설,52,26,26,13,2,11,2025
B000007910,단계초등학교,055-972-3122,단설,16,6,10,8,3,5,2025
B000007911,도산초등학교,055-972-6123,단설,19,8,11,12,6,6,2025
B000007912,신안초등학교,055-973-7807,단설,149,79,70,19,7,12,2025
B000007913,생비량초등학교,,단설,13,7,6,7,3,4,2025
B000007914,오부초등학교,055-973-8246,단설,20,9,11,10,5,5,2025
B000007915,삼장초등학교,055-972-8012,단설,5,5,0,7,3,4,2025
B000007916,신천초등학교,055-973-8086,병설,8,4,4,7,4,3,2025
B000007917,위성초등학교,055-963-5076,단설,297,144,153,31,10,21,2025
B000007918,위림초등학교,0559640590,단설,34,16,18,11,0,11,2025
B000007919,함양초등학교,055-963-5722,단설,462,229,233,39,14,25,2025
B000007920,수동초등학교,055-962-5993,병설,28,17,11,11,6,5,2025
B000007921,안의초등학교,055-964-2492,병설,54,23,31,13,7,6,2025
B000007922,서하초등학교,055-963-7696,단설,18,7,11,10,4,6,2025
B000007923,서상초등학교,055-963-7188,단설,31,12,19,10,4,6,2025
B000007924,지곡초등학교,055-964-0962,병설,23,9,14,8,3,5,2025
B000007925,병곡초등학교,0559640398,단설,16,9,7,10,5,5,2025
B000007926,백전초등학교,055-964-0960,단설,19,11,8,10,2,8,2025
B000007927,유림초등학교,,단설,25,13,12,10,3,7,2025
B000007928,금반초등학교,055-964-0966,단설,16,11,5,9,7,2,2025
B000007929,마천초등학교,055-964-0965,단설,20,9,11,12,4,8,2025
B000007930,창동초등학교,055-943-2910,단설,430,232,198,31,11,20,2025
B000007931,창남초등학교,055-943-3117,단설,277,126,151,27,14,13,2025
B000007932,월천초등학교,055-942-5985,단설,40,23,17,13,4,9,2025
B000007933,아림초등학교,055-941-0935,단설,817,425,392,50,7,43,2025
B000007934,거창초등학교,055-943-4269,단설,139,73,66,16,7,9,2025
B000007935,샛별초등학교,055-944-0840,단설,287,143,144,19,9,10,2025
B000007936,주상초등학교,055-943-4032,단설,31,19,12,11,3,8,2025
B000007937,웅양초등학교,055-943-6339,단설,29,11,18,12,5,7,2025
B000007938,북상초등학교,055-942-9538,단설,32,14,18,10,6,4,2025
B000007939,위천초등학교,055-943-0044,단설,22,14,8,11,3,8,2025
B000007940,마리초등학교,055-943-7152,병설,27,15,12,9,2,7,2025
B000007941,신원초등학교,055-943-7190,병설,27,14,13,9,4,5,2025
B000007942,남상초등학교,055-941-0457,단설,26,13,13,10,6,4,2025
B000007943,남하초등학교,055-941-0475,병설,22,13,9,12,7,5,2025
B000007944,가조초등학교,055-942-0034,병설,40,24,16,10,4,6,2025
B000007945,가북초등학교,055-942-2730,단설,17,10,7,10,4,6,2025
B000007946,고제초등학교,055-943-6501,단설,12,4,8,7,6,1,2025
B000007947,남정초등학교,,단설,31,20,11,12,3,9,2025
B000007948,합천초등학교,055-933-2140,단설,423,228,195,30,6,24,2025
B000007949,영전초등학교,055-934-1056,단설,9,3,6,8,1,7,2025
B000007950,초계초등학교,055-932-1333,단설,30,18,12,12,0,12,2025
B000007951,적중초등학교,055-934-0632,단설,11,2,9,9,2,7,2025
B000007952,쌍책초등학교,055-932-6286,단설,11,6,5,9,2,7,2025
B000007953,청덕초등학교,055-934-0629,단설,11,7,4,7,5,2,2025
B000007954,묘산초등학교,055-932-6022,단설,16,4,12,11,2,9,2025
B000007955,야로초등학교,0559326541,단설,27,16,11,12,5,7,2025
B000007958,용주초등학교,055-934-1096,단설,25,12,13,11,2,9,2025
B000007959,대병초등학교,055-933-3581,병설,5,3,2,6,4,2,2025
B000007960,봉산초등학교,055-933-6014,단설,12,9,3,7,3,4,2025
B000007961,대양초등학교,055-934-1091,단설,30,18,12,13,2,11,2025
B000007962,쌍백초등학교,055-931-1370,단설,17,14,3,12,3,9,2025
B000007963,삼가초등학교,055-932-5526,단설,34,17,17,14,1,13,2025
B000007964,가회초등학교,,단설,11,7,4,10,0,10,2025
B000007965,초계초등학교덕곡분교장,055-934-0627,단설,6,3,3,3,3,0,2025
B000007967,이도초등학교,064-754-5200,단설,992,518,474,66,14,52,2025
B000007968,하귀일초등학교,064-795-0872,단설,543,297,246,43,11,32,2025
B000007969,제주대학교교육대학부설초등학교,,부설,368,187,181,26,16,10,2025
B000007970,삼성초등학교,064-720-0780,단설,578,293,285,46,11,35,2025
B000007971,화북초등학교,064-720-7500,단설,415,216,199,32,5,27,2025
B000007972,삼양초등학교,,단설,932,455,477,62,14,48,2025
B000007973,봉개초등학교,064-720-6803,단설,236,130,106,23,5,18,2025
B000007974,아라초등학교,064-729-5900,단설,1793,902,891,109,23,86,2025
B000007975,영평초등학교,064-750-5480,단설,737,341,396,50,15,35,2025
B000007976,오라초등학교,064-720-4409,단설,674,330,344,50,14,36,2025
B000007977,외도초등학교,064-717-5506,병설,1276,643,633,80,24,56,2025
B000007978,해안초등학교,064-797-8400,단설,82,52,30,16,5,11,2025
B000007979,도평초등학교,064-740-0192,단설,332,166,166,32,8,24,2025
B000007980,도리초등학교,064-717-4600,단설,242,124,118,20,4,16,2025
B000007981,제주동초등학교,064-754-0503,단설,463,247,216,33,8,25,2025
B000007982,한라초등학교,064-740-9600,단설,1971,1008,963,110,24,86,2025
B000007983,월랑초등학교,064-717-3500,단설,519,263,256,38,12,26,2025
B000007984,노형초등학교,,단설,871,450,421,64,16,48,2025
B000007985,도남초등학교,064-728-0782,단설,584,305,279,44,12,32,2025
B000007986,제주북초등학교,064-717-3305,단설,313,149,164,28,6,22,2025
B000007987,제주남초등학교,064-729-3703,단설,119,77,42,16,4,12,2025
B000007988,제주중앙초등학교,,단설,479,230,249,36,9,27,2025
B000007989,신제주초등학교,,병설,1141,618,523,75,19,56,2025
B000007990,신광초등학교,,단설,653,327,326,44,10,34,2025
B000007991,한천초등학교,064-750-7304,단설,206,97,109,20,4,16,2025
B000007992,제주서초등학교,,단설,518,293,225,39,12,27,2025
B000007993,광양초등학교,064-754-6904,단설,181,91,90,23,5,18,2025
B000007994,동광초등학교,,단설,934,457,477,59,16,43,2025
B000007995,인화초등학교,,단설,878,455,423,56,12,44,2025
B000007996,일도초등학교,064-750-2955,단설,114,56,58,16,5,11,2025
B000007997,동화초등학교,064-729-5780,단설,372,183,189,27,6,21,2025
B000007998,백록초등학교,064-754-1605,단설,750,396,354,53,12,41,2025
B000007999,남광초등학교,064-754-7596,단설,999,515,484,77,21,56,2025
B000008000,곽금초등학교,064-729-7500,단설,90,40,50,14,3,11,2025
B000008001,광령초등학교,064-731-1708,단설,281,156,125,27,3,24,2025
B000008002,구엄초등학교,0647978700,단설,157,79,78,21,4,17,2025
B000008003,납읍초등학교,064-797-3496,단설,91,52,39,12,3,9,2025
B000008004,어도초등학교,064-797-7606,단설,91,54,37,14,3,11,2025
B000008005,물메초등학교,,단설,88,46,42,11,2,9,2025
B000008006,애월초등학교,,병설,165,81,84,16,4,12,2025
B000008007,장전초등학교,,단설,292,154,138,24,6,18,2025
B000008008,하귀초등학교,064-713-4005,단설,248,137,111,22,4,18,2025
B000008009,귀덕초등학교,064-795-7707,단설,40,25,15,11,3,8,2025
B000008010,금악초등학교,064-795-7206,단설,62,37,25,12,4,8,2025
B000008011,수원초등학교,797-3100,단설,119,62,57,14,2,12,2025
B000008012,한림초등학교,064-797-3007,단설,434,225,209,37,6,31,2025
B000008013,재릉초등학교,,단설,226,105,121,23,5,18,2025
B000008014,대흘초등학교,064-780-3605,단설,211,109,102,20,5,15,2025
B000008015,신촌초등학교,064-780-5780,단설,262,130,132,21,4,17,2025
B000008016,조천초등학교,064-783-4702,단설,273,158,115,24,4,20,2025
B000008017,함덕초등학교,,단설,411,222,189,30,7,23,2025
B000008018,북촌초등학교,064-717-3803,단설,77,31,46,13,4,9,2025
B000008019,김녕초등학교,,단설,68,36,32,14,4,10,2025
B000008020,세화초등학교,064-766-6508,단설,104,56,48,12,4,8,2025
B000008021,평대초등학교,064-750-6800,단설,60,32,28,12,4,8,2025
B000008022,구좌중앙초등학교,,단설,44,26,18,14,4,10,2025
B000008023,종달초등학교,064-766-1603,단설,55,23,32,13,4,9,2025
B000008024,하도초등학교,064-780-9670,단설,57,30,27,13,4,9,2025
B000008025,송당초등학교,,단설,56,30,26,11,2,9,2025
B000008026,한동초등학교,064-766-8206,단설,45,23,22,12,4,8,2025
B000008027,더럭초등학교,064-797-7208,단설,70,40,30,13,2,11,2025
B000008028,조천초등학교교래분교장,,단설,12,9,3,3,1,2,2025
B000008029,선흘초등학교,064-766-6805,단설,98,49,49,14,4,10,2025
B000008030,김녕초등학교동복분교장,,단설,56,31,25,10,3,7,2025
B000008031,고산초등학교,064-793-1800,단설,82,40,42,13,4,9,2025
B000008032,신창초등학교,064-795-0730,단설,89,54,35,12,4,8,2025
B000008033,저청초등학교,064-798-1607,단설,119,54,65,10,2,8,2025
B000008034,추자초등학교,064-742-8431,단설,21,12,9,13,8,5,2025
B000008035,우도초등학교,064-786-4500,단설,41,25,16,10,8,2,2025
B000008037,추자초등학교신양분교장,064-742-8421,단설,3,1,2,2,2,0,2025
B000008038,함덕초등학교선인분교장,783-8612-100,단설,34,20,14,8,2,6,2025
B000008039,보목초등학교,064-735-3581,단설,79,40,39,12,4,8,2025
B000008040,효돈초등학교,064-760-1806,단설,189,87,102,20,6,14,2025
B000008041,법환초등학교,,단설,175,107,68,22,6,16,2025
B000008042,예래초등학교,,병설,57,27,30,14,4,10,2025
B000008043,하원초등학교,064-735-7800,단설,56,30,26,14,3,11,2025
B000008044,강정초등학교,064-735-8700,단설,73,37,36,13,4,9,2025
B000008045,도순초등학교,064-730-0380,단설,115,53,62,15,3,12,2025
B000008046,동홍초등학교,064-730-7500,단설,1027,515,512,66,15,51,2025
B000008047,서귀포초등학교,064-735-4203,병설,182,110,72,22,6,16,2025
B000008048,서귀중앙초등학교,,단설,307,156,151,25,8,17,2025
B000008049,새서귀초등학교,,단설,872,431,441,51,13,38,2025
B000008050,서귀북초등학교,064-760-0308,병설,785,371,414,55,17,38,2025
B000008051,서귀서초등학교,,단설,284,136,148,26,7,19,2025
B000008052,중문초등학교,064-730-5670,단설,643,314,329,42,10,32,2025
B000008053,토평초등학교,735-4781,단설,189,79,110,19,6,13,2025
B000008054,서호초등학교,,단설,395,202,193,33,8,25,2025
B000008055,동남초등학교,064-786-5805,단설,239,119,120,25,11,14,2025
B000008056,수산초등학교,064-766-6701,단설,45,16,29,13,4,9,2025
B000008057,시흥초등학교,064-731-6701,단설,36,18,18,14,6,8,2025
B000008058,성산초등학교,0647864030,단설,50,26,24,12,5,7,2025
B000008059,신산초등학교,064-780-2803,단설,45,20,25,10,3,7,2025
B000008060,풍천초등학교,064-786-5600,단설,58,24,34,11,3,8,2025
B000008061,온평초등학교,064-780-2700,단설,59,27,32,14,3,11,2025
B000008062,보성초등학교,064-797-3382,단설,199,103,96,24,10,14,2025
B000008063,대정서초등학교,064-795-5607,단설,49,29,20,14,4,10,2025
B000008064,무릉초등학교,,단설,38,19,19,9,3,6,2025
B000008065,대정초등학교,064-786-0703,단설,393,214,179,33,9,24,2025
B000008066,남원초등학교,,단설,217,124,93,25,8,17,2025
B000008067,흥산초등학교,064-730-2810,단설,36,18,18,12,4,8,2025
B000008068,의귀초등학교,064-780-9910,단설,62,30,32,13,2,11,2025
B000008069,신례초등학교,064-766-5371,단설,40,18,22,13,5,8,2025
B000008070,위미초등학교,064-760-0230,단설,123,66,57,18,5,13,2025
B000008071,태흥초등학교,064-766-5071,단설,58,32,26,12,3,9,2025
B000008072,하례초등학교,064-760-5604,단설,43,24,19,14,4,10,2025
B000008073,토산초등학교,064-780-9282,단설,72,40,32,13,3,10,2025
B000008074,성읍초등학교,,단설,48,25,23,12,3,9,2025
B000008075,한마음초등학교,0647802310,단설,215,118,97,20,5,15,2025
B000008076,가마초등학교,064-780-9504,단설,57,33,24,11,3,8,2025
B000008077,표선초등학교,064-786-4806,단설,462,232,230,33,12,21,2025
B000008078,창천초등학교,,단설,46,23,23,12,2,10,2025
B000008079,덕수초등학교,064-795-7307,단설,85,45,40,13,4,9,2025
B000008080,사계초등학교,064-795-7100,단설,89,51,38,13,5,8,2025
B000008081,서광초등학교,064-798-0203,단설,81,43,38,13,5,8,2025
B000008082,안덕초등학교,064-797-6300,단설,191,95,96,26,7,19,2025
B000008083,대정초등학교가파분교장,,,4,4,0,3,3,0,2025
B000022490,충주중앙초등학교,043-844-2904,단설,271,139,132,23,4,19,2025
B000022491,충주남산초등학교,043-855-5404,단설,633,315,318,50,12,38,2025
B000022492,거제양정초등학교,055-638-0056,단설,776,410,366,53,28,25,2025
B000022493,거제상동초등학교,055-730-9442,단설,1351,675,676,86,23,63,2025
B000022494,내곡초등학교,055-730-9662,단설,1085,579,506,74,19,55,2025
B000022498,충주용산초등학교,043-847-1130,단설,449,222,227,41,9,32,2025
B000022499,충주대림초등학교,043-854-4473,단설,191,94,97,21,5,16,2025
B000022500,충주삼원초등학교,043-847-0151,단설,168,80,88,21,4,17,2025
B000022501,충주성남초등학교,043-848-0044,단설,423,218,205,38,12,26,2025
B000022519,봉대초등학교,033-738-1800,병설,1044,500,544,72,17,55,2025
B000022527,사북초등학교,033-592-5524,병설,162,89,73,18,8,10,2025
B000022531,흥도초등학교,031-967-7934,단설,1146,576,570,75,9,66,2025
B000022534,도래울초등학교,031-963-6896,병설,701,366,335,52,10,42,2025
B000022539,고양동산초등학교,,단설,1012,503,509,74,12,62,2025
B000022547,고양오금초등학교,02-381-8515,단설,828,436,392,55,6,49,2025
B000022565,원흥초등학교,,단설,442,213,229,34,7,27,2025
B000022566,삼송초등학교,031-966-2986,단설,787,366,421,51,12,39,2025
B000022573,군포신기초등학교,031-348-8500,단설,577,263,314,42,10,32,2025
B000022583,안산대월초등학교,,병설,436,213,223,33,8,25,2025
B000022600,내동초등학교,031-422-9703,단설,748,387,361,48,5,43,2025
B000022607,운정초등학교,031-8071-9485,단설,774,395,379,56,20,36,2025
B000022619,석산초등학교,055-785-6020,단설,1416,712,704,89,18,71,2025
B000022623,제석초등학교,055-725-7902,단설,1028,501,527,72,17,55,2025
B000022630,대구교육대학교안동부설초등학교,,부설,369,205,164,26,13,13,2025
B000022642,광주송정초등학교,,단설,910,474,436,61,16,45,2025
B000022645,역동초등학교,031-762-6505,단설,804,418,386,52,4,48,2025
B000022648,고산하늘초등학교,031-8027-9512,단설,1243,636,607,71,11,60,2025
B000022649,고산별빛초등학교,03180279890,단설,547,270,277,39,9,30,2025
B000022653,한아람초등학교,031-220-3894,단설,1305,675,630,80,15,65,2025
B000022654,태성초등학교,031-5182-6400,단설,1246,621,625,78,19,59,2025
B000022657,송안초등학교,031-687-3773,병설,936,492,444,64,7,57,2025
B000022675,광주교육대학교목포부설초등학교,061-279-1185,부설,383,192,191,26,13,13,2025
B000022704,정원초등학교,051-750-9106,단설,1002,506,496,67,11,56,2025
B000022707,방곡초등학교,051-780-7671,단설,960,519,441,64,7,57,2025
B000022709,가동초등학교,051-780-3705,단설,921,471,450,66,11,55,2025
B000022720,온샘초등학교,,단설,1375,672,703,78,17,61,2025
